DOMINIO,UBIGEO,CONGLOME,VIVIENDA,HOGAR,TuvoTrabajo,Educacion,Sexo,Edad,TrabajaPerú,FACTOR07,Situación de Vulnerabilidad
Sierra Centro,050205,015929,125,11,1,Primaria Incompleta,Mujer,56,0,169.707336425781,Pobre Extremo
Sierra Centro,050205,015929,125,11,0,Secundaria Completa,Hombre,30,0,169.707336425781,Pobre Extremo
Sierra Centro,050205,015929,126,11,1,Primaria Completa,Hombre,65,0,169.707336425781,Pobre Extremo
Sierra Centro,050205,015929,126,11,0,Primaria Incompleta,Mujer,63,0,169.707336425781,Pobre Extremo
Sierra Centro,050205,015929,127,11,1,Primaria Incompleta,Hombre,50,0,169.707336425781,Pobre No Extremo
Sierra Centro,050205,015929,127,11,1,Primaria Incompleta,Mujer,51,0,169.707336425781,Pobre No Extremo
Sierra Centro,050205,015929,127,11,0,Secundaria Completa,Hombre,20,0,169.707336425781,Pobre No Extremo
Sierra Centro,050206,015935,021,11,1,Secundaria Incompleta,Hombre,41,0,179.438827514648,Pobre No Extremo
Sierra Centro,050206,015935,021,11,1,Primaria Incompleta,Mujer,33,0,179.438827514648,Pobre No Extremo
Sierra Centro,050206,015935,023,11,1,Primaria Incompleta,Hombre,65,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050206,015935,023,11,1,Sin Nivel,Mujer,56,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050206,015935,023,11,1,Secundaria Completa,Hombre,19,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050206,015935,024,11,0,Sin Nivel,Mujer,86,0,179.438827514648,Pobre No Extremo
Sierra Centro,050206,015935,123,11,1,Primaria Incompleta,Hombre,56,0,179.438827514648,Pobre No Extremo
Sierra Centro,050206,015935,123,11,0,Primaria Incompleta,Mujer,66,0,179.438827514648,Pobre No Extremo
Sierra Centro,050206,015935,123,11,1,Superior No Universitaria Completa,Hombre,35,0,179.438827514648,Pobre No Extremo
Sierra Centro,050206,015935,127,11,0,Sin Nivel,Mujer,84,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050206,015935,128,11,1,Secundaria Incompleta,Mujer,33,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050206,015935,129,11,1,Sin Nivel,Mujer,62,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050301,015834,002,11,1,Superior Universitaria Completa,Hombre,67,0,428.027221679688,Vulnerable No Pobre
Sierra Centro,050301,015834,002,11,1,Secundaria Completa,Mujer,65,0,428.027221679688,Vulnerable No Pobre
Sierra Centro,050301,015834,015,11,1,Superior No Universitaria Incompleta,Hombre,37,0,428.027221679688,Pobre No Extremo
Sierra Centro,050301,015834,015,11,1,Superior No Universitaria Incompleta,Mujer,35,0,428.027221679688,Pobre No Extremo
Sierra Centro,050301,015849,029,11,1,Primaria Incompleta,Hombre,68,0,410.718353271484,Pobre Extremo
Sierra Centro,050301,015849,029,11,1,Primaria Incompleta,Mujer,58,0,410.718353271484,Pobre Extremo
Sierra Centro,050301,015849,029,11,0,Superior No Universitaria Completa,Mujer,30,0,410.718353271484,Pobre Extremo
Sierra Centro,050301,015849,083,11,1,Primaria Incompleta,Hombre,67,0,410.718353271484,Vulnerable No Pobre
Sierra Centro,050301,015849,083,11,1,Primaria Incompleta,Mujer,54,0,410.718353271484,Vulnerable No Pobre
Sierra Centro,050301,015849,136,11,0,Primaria Completa,Hombre,74,0,410.718353271484,Pobre No Extremo
Sierra Centro,050301,015849,136,11,1,Primaria Incompleta,Mujer,63,0,410.718353271484,Pobre No Extremo
Sierra Centro,050301,015849,154,11,0,Sin Nivel,Mujer,67,0,410.718353271484,Vulnerable No Pobre
Sierra Centro,050301,015930,021,11,1,Primaria Completa,Hombre,73,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050301,015930,021,11,0,Sin Nivel,Mujer,67,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050301,015930,022,11,0,Secundaria Incompleta,Hombre,48,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050301,015930,022,11,1,Primaria Incompleta,Mujer,48,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050301,015930,022,11,0,Superior Universitaria Completa,Hombre,25,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050301,015930,022,11,1,Secundaria Completa,Hombre,23,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050301,015930,022,11,0,Secundaria Completa,Mujer,20,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050301,015930,024,11,0,Primaria Completa,Hombre,77,0,179.438827514648,Pobre No Extremo
Sierra Centro,050301,015930,024,11,1,Primaria Incompleta,Mujer,77,0,179.438827514648,Pobre No Extremo
Sierra Centro,050301,015930,041,11,1,Secundaria Completa,Hombre,57,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050301,015930,041,11,1,Primaria Completa,Mujer,68,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050303,015879,008,11,1,Secundaria Completa,Hombre,52,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050303,015879,052,11,1,Sin Nivel,Mujer,68,0,163.764602661133,Pobre Extremo
Sierra Centro,050303,015879,052,11,1,Secundaria Completa,Mujer,34,0,163.764602661133,Pobre Extremo
Sierra Centro,050303,015879,052,11,1,Secundaria Completa,Hombre,36,0,163.764602661133,Pobre Extremo
Sierra Centro,050303,015879,064,11,1,Secundaria Incompleta,Hombre,50,0,163.764602661133,Pobre No Extremo
Sierra Centro,050303,015879,064,11,1,Primaria Completa,Mujer,52,0,163.764602661133,Pobre No Extremo
Sierra Centro,050303,015879,064,11,0,Secundaria Completa,Mujer,22,0,163.764602661133,Pobre No Extremo
Sierra Centro,050303,015879,094,11,1,Primaria Completa,Hombre,45,0,163.764602661133,Pobre Extremo
Sierra Centro,050303,015879,094,11,1,Primaria Completa,Mujer,45,0,163.764602661133,Pobre Extremo
Sierra Centro,050303,015879,094,11,1,Superior No Universitaria Completa,Mujer,24,0,163.764602661133,Pobre Extremo
Sierra Centro,050303,015879,109,11,1,Sin Nivel,Mujer,90,0,163.764602661133,Pobre No Extremo
Sierra Centro,050303,015879,121,11,1,Secundaria Incompleta,Mujer,55,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050303,015879,121,11,0,Superior No Universitaria Incompleta,Hombre,27,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050303,015879,137,11,0,Primaria Incompleta,Mujer,82,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050303,015879,165,11,1,Secundaria Completa,Hombre,42,0,163.764602661133,Pobre Extremo
Sierra Centro,050303,015879,165,11,1,Secundaria Completa,Mujer,39,0,163.764602661133,Pobre Extremo
Sierra Centro,050304,020513,025,11,1,Sin Nivel,Mujer,68,0,179.438812255859,Pobre Extremo
Sierra Centro,050304,020513,026,11,1,Sin Nivel,Hombre,71,0,179.438812255859,Pobre Extremo
Sierra Centro,050304,020513,027,11,1,Primaria Incompleta,Hombre,64,0,179.438812255859,Vulnerable No Pobre
Sierra Centro,050304,020513,027,11,1,Primaria Incompleta,Mujer,64,0,179.438812255859,Vulnerable No Pobre
Sierra Centro,050304,020513,028,11,1,Primaria Incompleta,Mujer,44,0,179.438812255859,Vulnerable No Pobre
Sierra Centro,050304,020513,069,11,0,Primaria Incompleta,Mujer,70,0,179.438812255859,Pobre Extremo
Sierra Centro,050304,020513,070,11,1,Primaria Incompleta,Hombre,47,0,179.438812255859,Pobre No Extremo
Sierra Centro,050304,020513,070,11,1,Primaria Incompleta,Mujer,36,0,179.438812255859,Pobre No Extremo
Sierra Centro,050304,020513,071,11,1,Superior No Universitaria Completa,Hombre,70,0,179.438812255859,Vulnerable No Pobre
Sierra Centro,050304,020513,071,11,0,Primaria Incompleta,Mujer,71,0,179.438812255859,Vulnerable No Pobre
Sierra Centro,050304,020513,079,11,1,Primaria Completa,Hombre,46,0,179.438812255859,Vulnerable No Pobre
Sierra Centro,050304,020513,079,11,1,Primaria Incompleta,Mujer,35,0,179.438812255859,Vulnerable No Pobre
Sierra Centro,050401,015825,023,11,1,Secundaria Completa,Mujer,30,0,218.025833129883,Vulnerable No Pobre
Sierra Centro,050401,015825,023,11,1,Secundaria Completa,Hombre,36,0,218.025833129883,Vulnerable No Pobre
Sierra Centro,050401,015825,066,11,1,Primaria Incompleta,Hombre,72,0,218.025833129883,Vulnerable No Pobre
Sierra Centro,050401,015825,066,11,1,Sin Nivel,Mujer,55,0,218.025833129883,Vulnerable No Pobre
Sierra Centro,050401,015825,066,11,1,Secundaria Completa,Hombre,34,0,218.025833129883,Vulnerable No Pobre
Sierra Centro,050401,015825,066,11,0,Superior No Universitaria Incompleta,Mujer,33,0,218.025833129883,Vulnerable No Pobre
Sierra Centro,050401,015825,115,11,1,Secundaria Completa,Hombre,41,0,218.025833129883,Vulnerable No Pobre
Sierra Centro,050401,015825,115,11,1,Secundaria Incompleta,Mujer,36,0,218.025833129883,Vulnerable No Pobre
Sierra Centro,050401,015827,015,11,1,Superior No Universitaria Incompleta,Hombre,43,0,410.718353271484,Vulnerable No Pobre
Sierra Centro,050401,015827,015,11,1,Secundaria Completa,Mujer,43,0,410.718353271484,Vulnerable No Pobre
Sierra Centro,050401,015827,049,11,1,Primaria Incompleta,Mujer,33,0,410.718353271484,Pobre No Extremo
Sierra Centro,050401,015827,049,11,1,Primaria Incompleta,Hombre,31,0,410.718353271484,Pobre No Extremo
Sierra Centro,050401,015827,049,11,1,Secundaria Completa,Hombre,28,0,410.718353271484,Pobre No Extremo
Sierra Centro,050401,015827,049,11,1,Secundaria Incompleta,Mujer,20,0,410.718353271484,Pobre No Extremo
Sierra Centro,050401,015827,101,11,1,Primaria Incompleta,Mujer,32,1,410.718353271484,Pobre No Extremo
Sierra Centro,050401,015827,101,11,1,Primaria Incompleta,Hombre,32,1,410.718353271484,Pobre No Extremo
Sierra Centro,050401,015828,011,11,0,Primaria Incompleta,Hombre,75,0,274.535430908203,Pobre No Extremo
Sierra Centro,050401,015828,011,11,0,Sin Nivel,Mujer,72,0,274.535430908203,Pobre No Extremo
Sierra Centro,050401,015828,024,11,1,Primaria Incompleta,Hombre,49,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050401,015828,024,11,1,Primaria Completa,Mujer,51,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050401,015828,069,11,1,Secundaria Completa,Hombre,44,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050401,015828,069,11,0,Secundaria Completa,Mujer,40,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050401,015830,063,11,1,Secundaria Completa,Hombre,38,0,24.0769996643066,Vulnerable No Pobre
Sierra Centro,050401,015830,063,11,1,Superior No Universitaria Incompleta,Mujer,34,0,24.0769996643066,Vulnerable No Pobre
Sierra Centro,050401,015830,081,11,1,Primaria Completa,Hombre,72,0,24.0769996643066,Pobre No Extremo
Sierra Centro,050401,015830,081,11,1,Primaria Completa,Mujer,68,0,24.0769996643066,Pobre No Extremo
Sierra Centro,050401,015830,081,11,1,Sin Nivel,Mujer,39,0,24.0769996643066,Pobre No Extremo
Sierra Centro,050401,015830,153,11,1,Maestría/Doctorado,Mujer,42,0,24.0769996643066,Vulnerable No Pobre
Sierra Centro,050401,015830,153,11,1,Superior No Universitaria Completa,Hombre,42,0,24.0769996643066,Vulnerable No Pobre
Sierra Centro,050401,015833,019,11,1,Primaria Completa,Mujer,54,0,454.390563964844,Vulnerable No Pobre
Sierra Centro,050401,015833,061,11,1,Secundaria Completa,Mujer,39,0,454.390563964844,Pobre No Extremo
Sierra Centro,050401,015833,123,11,0,Secundaria Completa,Mujer,59,0,454.390563964844,Vulnerable No Pobre
Sierra Centro,050401,015833,123,11,0,Superior Universitaria Incompleta,Hombre,22,0,454.390563964844,Vulnerable No Pobre
Sierra Centro,050401,015833,185,11,0,Sin Nivel,Mujer,63,0,454.390563964844,Pobre No Extremo
Sierra Centro,050401,015835,033,11,1,Secundaria Incompleta,Mujer,34,0,188.277145385742,Vulnerable No Pobre
Sierra Centro,050401,015835,159,11,1,Primaria Incompleta,Hombre,60,0,188.277145385742,Vulnerable No Pobre
Sierra Centro,050401,015835,159,11,1,Primaria Incompleta,Mujer,57,0,188.277145385742,Vulnerable No Pobre
Sierra Centro,050401,015840,015,11,1,Primaria Incompleta,Mujer,59,0,410.718353271484,Pobre Extremo
Sierra Centro,050401,015840,015,11,1,Primaria Incompleta,Hombre,35,0,410.718353271484,Pobre Extremo
Sierra Centro,050401,015840,015,11,1,Secundaria Completa,Hombre,19,0,410.718353271484,Pobre Extremo
Sierra Centro,050401,015840,015,11,1,Primaria Incompleta,Mujer,30,0,410.718353271484,Pobre Extremo
Sierra Centro,050401,015840,032,11,0,Secundaria Completa,Mujer,28,0,410.718353271484,Pobre No Extremo
Sierra Centro,050401,015840,032,11,1,Secundaria Incompleta,Hombre,30,0,410.718353271484,Pobre No Extremo
Sierra Centro,050401,015840,047,11,1,Primaria Completa,Hombre,28,0,410.718353271484,Vulnerable No Pobre
Sierra Centro,050401,015840,047,11,0,Primaria Incompleta,Mujer,38,0,410.718353271484,Vulnerable No Pobre
Sierra Centro,050401,015840,064,11,1,Sin Nivel,Mujer,61,0,410.718353271484,Vulnerable No Pobre
Sierra Centro,050401,015840,113,11,1,Secundaria Completa,Hombre,18,0,410.718353271484,Pobre No Extremo
Sierra Centro,050401,015881,017,11,1,Primaria Incompleta,Hombre,74,0,167.209548950195,Pobre No Extremo
Sierra Centro,050401,015881,018,11,1,Secundaria Completa,Hombre,52,0,167.209548950195,Pobre No Extremo
Sierra Centro,050401,015881,018,11,1,Primaria Incompleta,Mujer,40,0,167.209548950195,Pobre No Extremo
Sierra Centro,050401,015881,019,11,1,Primaria Incompleta,Hombre,89,0,167.209548950195,Pobre No Extremo
Sierra Centro,050401,015881,020,11,1,Primaria Completa,Hombre,77,0,167.209548950195,Pobre No Extremo
Sierra Centro,050401,015881,020,11,1,Primaria Incompleta,Mujer,72,0,167.209548950195,Pobre No Extremo
Sierra Centro,050401,015881,177,11,1,Secundaria Completa,Hombre,54,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050401,015881,177,11,1,Primaria Completa,Mujer,43,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050401,015881,177,11,1,Secundaria Completa,Mujer,24,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050401,015881,178,11,1,Sin Nivel,Mujer,73,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050401,015881,179,11,1,Primaria Completa,Mujer,36,0,167.209548950195,Pobre Extremo
Sierra Centro,050401,015881,179,11,1,Secundaria Incompleta,Hombre,19,0,167.209548950195,Pobre Extremo
Sierra Centro,050401,015881,180,11,1,Secundaria Completa,Mujer,35,0,167.209548950195,Pobre No Extremo
Sierra Centro,050402,015886,013,11,1,Secundaria Completa,Hombre,35,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050402,015886,013,11,1,Secundaria Incompleta,Mujer,27,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050402,015886,028,11,1,Primaria Completa,Mujer,42,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050402,015886,028,11,1,Primaria Completa,Hombre,36,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050402,015886,028,11,1,Secundaria Completa,Hombre,18,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050402,015886,075,11,1,Secundaria Incompleta,Hombre,47,0,167.209548950195,Pobre No Extremo
Sierra Centro,050402,015886,075,11,1,Primaria Incompleta,Mujer,41,0,167.209548950195,Pobre No Extremo
Sierra Centro,050402,015886,089,11,1,Primaria Incompleta,Hombre,75,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050402,015886,131,11,1,Primaria Completa,Hombre,42,0,167.209548950195,Pobre No Extremo
Sierra Centro,050402,015886,131,11,1,Primaria Incompleta,Mujer,38,0,167.209548950195,Pobre No Extremo
Sierra Centro,050402,015886,131,11,0,Primaria Completa,Mujer,21,0,167.209548950195,Pobre No Extremo
Sierra Centro,050402,015886,158,11,1,Primaria Completa,Mujer,50,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050402,015886,158,11,1,Secundaria Incompleta,Hombre,54,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050402,015886,171,11,0,Sin Nivel,Mujer,98,0,167.209548950195,Pobre Extremo
Sierra Centro,050403,015906,008,11,1,Primaria Incompleta,Hombre,61,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050403,015906,008,11,1,Sin Nivel,Mujer,56,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050403,015906,046,11,1,Sin Nivel,Mujer,80,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050403,015906,083,11,1,Sin Nivel,Mujer,44,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050403,015906,101,11,1,Primaria Completa,Hombre,58,0,179.438827514648,Pobre No Extremo
Sierra Centro,050403,015906,101,11,0,Sin Nivel,Mujer,61,0,179.438827514648,Pobre No Extremo
Sierra Centro,050403,015906,110,11,0,Primaria Incompleta,Mujer,79,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050403,015911,017,11,1,Sin Nivel,Mujer,63,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015911,020,11,1,Primaria Incompleta,Mujer,49,0,167.209548950195,Pobre No Extremo
Sierra Centro,050403,015911,020,11,1,Primaria Incompleta,Mujer,53,0,167.209548950195,Pobre No Extremo
Sierra Centro,050403,015911,032,11,1,Primaria Incompleta,Hombre,53,0,167.209548950195,Pobre No Extremo
Sierra Centro,050403,015911,032,11,1,Primaria Incompleta,Mujer,46,0,167.209548950195,Pobre No Extremo
Sierra Centro,050403,015911,032,11,1,Secundaria Completa,Hombre,19,0,167.209548950195,Pobre No Extremo
Sierra Centro,050403,015911,041,11,1,Primaria Incompleta,Hombre,61,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015911,041,11,1,Primaria Incompleta,Mujer,59,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015911,041,11,1,Secundaria Completa,Hombre,18,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015911,042,11,1,Sin Nivel,Hombre,57,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015911,042,11,1,Sin Nivel,Mujer,55,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015911,047,11,1,Primaria Completa,Hombre,79,0,167.209548950195,Pobre No Extremo
Sierra Centro,050403,015911,047,11,1,Sin Nivel,Mujer,78,0,167.209548950195,Pobre No Extremo
Sierra Centro,050403,015940,046,11,0,Sin Nivel,Mujer,84,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015940,048,11,1,Secundaria Completa,Hombre,42,1,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015940,048,11,1,Secundaria Completa,Mujer,38,1,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015940,155,11,1,Secundaria Completa,Hombre,38,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015940,156,11,1,Superior No Universitaria Completa,Hombre,66,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015940,156,11,1,Superior No Universitaria Completa,Mujer,64,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015940,157,11,1,Primaria Incompleta,Hombre,80,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015940,157,11,1,Sin Nivel,Mujer,78,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015940,159,11,1,Primaria Completa,Hombre,74,0,167.209548950195,Pobre No Extremo
Sierra Centro,050403,015940,159,11,1,Sin Nivel,Mujer,79,0,167.209548950195,Pobre No Extremo
Sierra Centro,050403,015940,160,11,1,Secundaria Completa,Hombre,74,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015940,160,11,1,Primaria Incompleta,Mujer,68,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050403,015940,161,11,1,Sin Nivel,Mujer,78,0,167.209548950195,Vulnerable No Pobre
Sierra Centro,050405,015888,070,11,1,Secundaria Completa,Mujer,28,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050405,015888,071,11,1,Secundaria Completa,Hombre,32,0,179.438827514648,Pobre No Extremo
Sierra Centro,050405,015888,071,11,1,Superior No Universitaria Completa,Mujer,30,0,179.438827514648,Pobre No Extremo
Sierra Centro,050405,015888,146,11,1,Primaria Incompleta,Mujer,71,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050405,015888,147,11,0,Primaria Completa,Hombre,28,0,179.438827514648,Pobre Extremo
Sierra Centro,050405,015888,147,11,1,Secundaria Incompleta,Mujer,26,0,179.438827514648,Pobre Extremo
Sierra Centro,050405,015888,148,11,1,Sin Nivel,Mujer,54,0,179.438827514648,Pobre No Extremo
Sierra Centro,050405,015888,148,11,0,Secundaria Completa,Hombre,20,0,179.438827514648,Pobre No Extremo
Sierra Centro,050405,015888,149,11,1,Primaria Incompleta,Hombre,62,0,179.438827514648,Pobre Extremo
Sierra Centro,050405,015888,149,11,1,Secundaria Incompleta,Mujer,48,0,179.438827514648,Pobre Extremo
Sierra Centro,050405,015888,149,11,0,Secundaria Completa,Hombre,27,0,179.438827514648,Pobre Extremo
Sierra Centro,050405,015888,149,11,0,Superior No Universitaria Incompleta,Mujer,25,0,179.438827514648,Pobre Extremo
Sierra Centro,050405,015888,149,11,1,Secundaria Completa,Mujer,20,0,179.438827514648,Pobre Extremo
Sierra Centro,050405,015888,151,11,1,Sin Nivel,Hombre,61,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050405,015888,151,11,1,Sin Nivel,Mujer,41,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050405,015888,151,11,1,Primaria Incompleta,Hombre,32,0,179.438827514648,Vulnerable No Pobre
Sierra Centro,050406,015867,083,11,1,Secundaria Incompleta,Hombre,48,0,169.707336425781,Vulnerable No Pobre
Sierra Centro,050406,015867,083,11,1,Secundaria Incompleta,Mujer,44,0,169.707336425781,Vulnerable No Pobre
Sierra Centro,050406,015867,083,11,0,Superior Universitaria Incompleta,Hombre,24,0,169.707336425781,Vulnerable No Pobre
Sierra Centro,050406,015867,083,11,0,Superior Universitaria Incompleta,Hombre,22,0,169.707336425781,Vulnerable No Pobre
Sierra Centro,050406,015867,084,11,1,Secundaria Incompleta,Hombre,34,0,169.707336425781,Pobre No Extremo
Sierra Centro,050406,015867,084,11,0,Primaria Incompleta,Mujer,26,0,169.707336425781,Pobre No Extremo
Sierra Centro,050406,015867,085,11,1,Secundaria Completa,Hombre,20,0,169.707336425781,Vulnerable No Pobre
Sierra Centro,050406,015867,085,11,1,Secundaria Completa,Mujer,18,0,169.707336425781,Vulnerable No Pobre
Sierra Centro,050406,015867,135,11,1,Primaria Incompleta,Hombre,66,0,169.707336425781,Pobre No Extremo
Sierra Centro,050406,015867,135,11,0,Sin Nivel,Mujer,59,0,169.707336425781,Pobre No Extremo
Sierra Centro,050406,015867,137,11,1,Primaria Incompleta,Hombre,71,0,169.707336425781,Pobre No Extremo
Sierra Centro,050406,015867,137,11,1,Sin Nivel,Mujer,71,0,169.707336425781,Pobre No Extremo
Sierra Centro,050406,015867,138,11,1,Secundaria Completa,Hombre,36,0,169.707336425781,Pobre No Extremo
Sierra Centro,050406,015867,138,11,1,Secundaria Incompleta,Mujer,31,0,169.707336425781,Pobre No Extremo
Sierra Centro,050406,015867,141,11,1,Sin Nivel,Mujer,55,0,169.707336425781,Vulnerable No Pobre
Sierra Centro,050406,015867,142,11,1,Sin Nivel,Mujer,69,0,169.707336425781,Vulnerable No Pobre
Sierra Centro,050406,015867,142,11,1,Secundaria Completa,Mujer,33,0,169.707336425781,Vulnerable No Pobre
Sierra Centro,050410,015908,002,11,1,Primaria Completa,Hombre,57,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050410,015908,002,11,1,Sin Nivel,Mujer,57,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050410,015908,002,11,1,Superior No Universitaria Incompleta,Hombre,25,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050410,015908,002,11,0,Secundaria Completa,Hombre,22,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050410,015908,003,11,1,Sin Nivel,Hombre,63,0,163.764602661133,Pobre No Extremo
Sierra Centro,050410,015908,003,11,1,Sin Nivel,Mujer,54,0,163.764602661133,Pobre No Extremo
Sierra Centro,050410,015908,004,11,1,Secundaria Incompleta,Hombre,38,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050410,015908,004,11,0,Primaria Incompleta,Mujer,36,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050410,015908,096,11,1,Primaria Incompleta,Hombre,36,0,163.764602661133,Pobre Extremo
Sierra Centro,050410,015908,096,11,1,Primaria Incompleta,Mujer,43,0,163.764602661133,Pobre Extremo
Sierra Centro,050410,015908,098,11,1,Secundaria Incompleta,Hombre,46,0,163.764602661133,Pobre No Extremo
Sierra Centro,050410,015908,098,11,1,Primaria Completa,Mujer,44,0,163.764602661133,Pobre No Extremo
Sierra Centro,050410,015908,098,11,1,Secundaria Completa,Mujer,25,0,163.764602661133,Pobre No Extremo
Sierra Centro,050410,015908,098,11,0,Superior Universitaria Incompleta,Mujer,23,0,163.764602661133,Pobre No Extremo
Sierra Centro,050410,015908,098,11,0,Secundaria Completa,Mujer,18,0,163.764602661133,Pobre No Extremo
Sierra Centro,050410,015908,104,11,1,Secundaria Completa,Hombre,50,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050410,015908,104,11,1,Sin Nivel,Mujer,43,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050410,015908,105,11,1,Primaria Incompleta,Hombre,45,0,163.764602661133,Pobre Extremo
Sierra Centro,050410,015908,105,11,1,Sin Nivel,Mujer,43,0,163.764602661133,Pobre Extremo
Sierra Centro,050410,015908,106,11,1,Secundaria Completa,Hombre,27,0,163.764602661133,Pobre No Extremo
Sierra Centro,050410,015908,106,11,1,Secundaria Completa,Mujer,25,0,163.764602661133,Pobre No Extremo
Sierra Centro,050501,015844,038,11,1,Superior No Universitaria Completa,Hombre,69,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050501,015844,038,11,1,Secundaria Completa,Mujer,54,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050501,015844,038,11,0,Superior No Universitaria Incompleta,Hombre,33,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050501,015844,038,11,1,Superior No Universitaria Completa,Hombre,27,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050501,015844,038,11,1,Superior No Universitaria Incompleta,Hombre,20,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050501,015844,058,11,0,Secundaria Completa,Hombre,41,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050501,015844,058,11,1,Superior No Universitaria Incompleta,Mujer,44,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050501,015844,058,11,0,Superior Universitaria Incompleta,Mujer,18,0,274.535430908203,Vulnerable No Pobre
Sierra Centro,050501,015844,088,11,1,Secundaria Completa,Mujer,43,0,274.535430908203,Pobre No Extremo
Sierra Centro,050501,015844,088,11,0,Superior No Universitaria Completa,Hombre,22,0,274.535430908203,Pobre No Extremo
Sierra Centro,050501,015844,088,11,0,Primaria Completa,Hombre,80,0,274.535430908203,Pobre No Extremo
Sierra Centro,050501,015913,010,11,1,Superior No Universitaria Incompleta,Hombre,43,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050501,015913,010,11,1,Superior No Universitaria Completa,Mujer,44,0,163.764602661133,Vulnerable No Pobre
Sierra Centro,050501,015913,109,11,1,Primaria Incompleta,Hombre,55,0,163.764602661133,Pobre Extremo
